BRAND, MODEL, TYPE, LINK,image_url
Origin Effects,M-EQ Driver,"['EQ Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/origin-effects-m-eq-driver,https://rvb-img.reverb.com/image/upload/s--DiZfKX-k--/t_card-square/v1668789549/rq0qiyxcntpxjqleeqee.jpg
Origin Effects,Halcyon Green Overdrive,['Overdrive and Boost Pedals'],https://reverb.com/p/origin-effects-halcyon-green-overdrive,https://rvb-img.reverb.com/image/upload/s--SFgRsgSu--/t_card-square/v1658846540/tbpcrkqfmlg5gjnbutei.jpg
Origin Effects,RD Compact RevivalDRIVE Hot Rod,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/origin-effects-rd-compact-revivaldrive-hot-rod,https://rvb-img.reverb.com/image/upload/s--dJXCt4r1--/t_card-square/v1628092916/nrxx8di4lavsrzl2isi4.jpg
Origin Effects,BASSRIG Super Vintage,"['Amp Modeling Pedals', 'Bass Effect Pedals']",https://reverb.com/p/origin-effects-bassrig-super-vintage,https://rvb-img.reverb.com/image/upload/s--Q87AnZk6--/t_card-square/v1645206194/rbhcl3pz3cdzxltg0eke.jpg
Origin Effects,RevivalDRIVE Ghosting Overdrive,"['Overdrive and Boost Pedals', 'Preamps']",https://reverb.com/p/origin-effects-revivaldrive-ghosting-overdrive,https://rvb-img.reverb.com/image/upload/s--vRhvTw7W--/t_card-square/v1530140682/e5zekbsmudw3eswdejfv.jpg
Origin Effects,BASSRIG '64 Black Panel,"['Amp Modeling Pedals', 'Bass Effect Pedals']",https://reverb.com/p/origin-effects-bassrig-64-black-panel,https://rvb-img.reverb.com/image/upload/s--nCs-YnkP--/t_card-square/v1645206194/kqwvsu3c0dliq6m4r0a1.jpg
Origin Effects,MAGMA57 Amp Vibrato and Drive,"['Octave and Pitch-Shifting Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/origin-effects-magma57-amp-vibrato-and-drive,https://rvb-img.reverb.com/image/upload/s--50uqFG2n--/t_card-square/v1605623313/xasnrl79n8161w3sxkrp.jpg
Origin Effects,SlideRIG Compact Deluxe Mk2,['Compressor Pedals'],https://reverb.com/p/origin-effects-sliderig-compact-deluxe-mk2,https://rvb-img.reverb.com/image/upload/s--s9lwVIoB--/t_card-square/v1552653142/yfkmoykvgo3vwtm5isux.jpg
Origin Effects,RevivalDRIVE Hot Rod,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/origin-effects-revivaldrive-hot-rod,https://rvb-img.reverb.com/image/upload/s--OQSN2sL---/t_card-square/v1628092816/k9v10nuhdexxua4qlpfa.jpg
Origin Effects,RevivalDrive Custom Ghosting Overdrive with Secondary EQ Controls,"['Overdrive and Boost Pedals', 'Preamps']",https://reverb.com/p/origin-effects-revivaldrive-custom-ghosting-overdrive-with-secondary-eq-controls,"https://rvb-img.reverb.com/image/upload/s--XBuvemuB--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1527590969/eddgynpvo8yjvxh1flul.jpg"
Origin Effects,RevivalTREM,['Tremolo Pedals'],https://reverb.com/p/origin-effects-revivaltrem,https://rvb-img.reverb.com/image/upload/s--kBLUZr_k--/t_card-square/v1633113340/hov71y9aqrfwlshpfsev.jpg
Origin Effects,Deluxe61 Amp Tremolo & Drive,"['Overdrive and Boost Pedals', 'Tremolo Pedals']",https://reverb.com/p/origin-effects-deluxe61-amp-tremolo-and-drive,https://rvb-img.reverb.com/image/upload/s--JxL1miK5--/t_card-square/v1633536176/y8ueh8cb9hupoa4x0sm4.jpg
Origin Effects,Revival 2-Button Footswitch,,https://reverb.com/p/origin-effects-revival-2-button-footswitch,"https://rvb-img.reverb.com/image/upload/s--iR_PPq_i--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1522430979/zdsxtmanudlzm5uvtoxc.jpg"
Origin Effects,SlideRIG Compressor,['Compressor Pedals'],https://reverb.com/p/origin-effects-sliderig-compressor-1,https://rvb-img.reverb.com/image/upload/s--w1rQ3and--/t_card-square/v1627569628/ftzl4eigjxrujceginhs.jpg
Origin Effects,SlideRIG Compact Deluxe Compressor,['Compressor Pedals'],https://reverb.com/p/origin-effects-sliderig-compact-deluxe-compressor-1,"https://rvb-img.reverb.com/image/upload/s--e-USUZOK--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1447479121/jd7eekd971cxhlks4ij1.jpg"
Origin Effects, Cali76-TX FET Compressor Reissue ,['Compressor Pedals'],https://reverb.com/p/origin-effects-cali76-tx-fet-compressor-reissue,https://rvb-img.reverb.com/image/upload/s--08DqKGyF--/t_card-square/v1595535088/sqktukggjdp6ukukhpw1.jpg
Origin Effects,Cali76-TX-L FET Compressor with Lundahl Transformer,['Compressor Pedals'],https://reverb.com/p/origin-effects-cali76-tx-l-limiting-amplifier,https://rvb-img.reverb.com/image/upload/s--WVW2J_KJ--/t_card-square/v1633647723/fdsxspz90ptrnhmk7emq.jpg
Origin Effects,Limited Edition Cali76 Standard Compressor,['Compressor Pedals'],https://reverb.com/p/origin-effects-limited-edition-cali76-std-standard-compressor,"https://rvb-img.reverb.com/image/upload/s--Z935rErE--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1478116427/nmqckn0v3nzu6awgv8j1.png"
Origin Effects, Cali76-G Germanium Limiting Amplifier,['Compressor Pedals'],https://reverb.com/p/origin-effects-cali76-g-germanium-limiting-amplifier,https://rvb-img.reverb.com/image/upload/s--F8MuReNI--/t_card-square/v1424905709/nvsfjavdozfwzwmbbnis.jpg
Origin Effects,RevivalDRIVE Switcher Interface,"['Controller, Expression and Volume Pedals']",https://reverb.com/p/origin-effects-revivaldrive-switcher-interface,https://rvb-img.reverb.com/image/upload/s--zNFjZhg1--/t_card-square/v1627938372/o7h5mrauvg2llhmkirfs.jpg
ProCo,Rat 2,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/proco-rat-2,https://rvb-img.reverb.com/image/upload/s--oqsMluYB--/t_card-square/v1628266640/hs01bcueoubc6fd2adva.jpg
ProCo,Rat 2 (Flat Box),['Distortion Pedals'],https://reverb.com/p/proco-rat-2-flat-box-1988-2002,https://rvb-img.reverb.com/image/upload/s--48Pe6H23--/t_card-square/v1553191164/g0azf9sr0oozf8hm7clc.jpg
ProCo,Lil Rat,['Distortion Pedals'],https://reverb.com/p/proco-lil-rat,https://rvb-img.reverb.com/image/upload/s--3xM6Vn9W--/t_card-square/v1632166075/mrus320l4ixgflkoqaki.jpg
ProCo,Turbo Rat,['Distortion Pedals'],https://reverb.com/p/proco-turbo-rat,https://rvb-img.reverb.com/image/upload/s--14HKhXpk--/t_card-square/v1635259266/kosrg1vlp0u2z0vntbpy.jpg
ProCo,Small Box RAT ,['Distortion Pedals'],https://reverb.com/p/proco-small-box-rat-1984-1988,https://rvb-img.reverb.com/image/upload/s--5GboQqIJ--/t_card-square/v1643819982/raxecd7wssc7qpn3pedm.jpg
ProCo,Vintage Rat Big Box Reissue with Battery Door and LM308 Chip,['Distortion Pedals'],https://reverb.com/p/proco-rat-big-box-reissue-with-lm308-chip,https://rvb-img.reverb.com/image/upload/s--GanCz-XK--/t_card-square/v1553191325/e9u4azgm8yiaiwxowjrt.jpg
ProCo,Fat Rat,['Distortion Pedals'],https://reverb.com/p/proco-fat-rat,https://rvb-img.reverb.com/image/upload/s--F0LkYGQN--/t_card-square/v1685132913/bha0npgjr5n08blu9u6b.png
ProCo,Ikebe Limited Edition Rat 2,['Distortion Pedals'],https://reverb.com/p/proco-ikebe-limited-edition-rat-2,https://rvb-img.reverb.com/image/upload/s--vvM5W21U--/t_card-square/v1628008759/fzpwivc98c5si1bjhzzj.jpg
ProCo,You Dirty RAT,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/proco-you-dirty-rat,https://rvb-img.reverb.com/image/upload/s--_oZm7uTB--/t_card-square/v1646045496/nnjqanjc2ounwt7vfkhi.jpg
ProCo,Deucetone RAT,['Distortion Pedals'],https://reverb.com/p/proco-deucetone-rat,"https://rvb-img.reverb.com/image/upload/s--jIiS2D58--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1501624383/y35xubtg9pn4r6149el4.png"
ProCo,Big Box RAT V2,['Distortion Pedals'],https://reverb.com/p/proco-big-box-rat-v2-1981-1983,"https://rvb-img.reverb.com/image/upload/s--wYDO4V97--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1446589750/bzsmmv7wikcldeqyqpuz.jpg"
ProCo,Solo Distortion,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/proco-solo-distortion,"https://rvb-img.reverb.com/image/upload/s--z3Gl4ldX--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1414438159/s8ennrwtkavg38fzgcf5.jpg"
ProCo,RAT Whiteface Reissue,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/proco-rat-whiteface-reissue,"https://rvb-img.reverb.com/image/upload/s--fF77zwSx--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1468427264/ru4qzh8nkcmbarnzdnus.jpg"
ProCo,Big Box Rat V1,['Distortion Pedals'],https://reverb.com/p/proco-big-box-rat-v1-1979-1980,"https://rvb-img.reverb.com/image/upload/s--cxVwdFgI--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1485215161/wul4rtebasikp4fhxnn3.jpg"
ProCo,Brat Distortion,['Distortion Pedals'],https://reverb.com/p/proco-brat-distortion,"https://rvb-img.reverb.com/image/upload/s--qAz_E_ac--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1477068760/i4tzouigvwu4gwj4lgon.jpg"
ProCo,R2DU Rat Rack Unit,['Distortion Pedals'],https://reverb.com/p/proco-r2du-rack-unit,"https://rvb-img.reverb.com/image/upload/s--LbPCEgGr--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1440271116/czacxntt7z1ajhlpovtm.jpg"
ProCo,Roadkill Distortion,['Distortion Pedals'],https://reverb.com/p/proco-roadkill-distortion,"https://rvb-img.reverb.com/image/upload/s--6iCRgY8V--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1471984762/sybosze8onjznvkxmvew.jpg"
PRS,Mary Cries Optical Compressor,['Compressor Pedals'],https://reverb.com/p/prs-mary-cries-optical-compressor,https://rvb-img.reverb.com/image/upload/s--BZTSSwUC--/t_card-square/v1663618251/y7ltllsblfcunijovyyx.png
PRS,Horsemeat Transparent Overdrive,['Overdrive and Boost Pedals'],https://reverb.com/p/prs-horsemeat-transparent-overdrive,https://rvb-img.reverb.com/image/upload/s--sKjasOTR--/t_card-square/v1663618169/gukcqobfupbplvkg2pje.png
PRS,Wind Through the Trees Dual Analog Flanger,['Flanger Pedals'],https://reverb.com/p/prs-wind-through-the-trees-dual-analog-flanger,https://rvb-img.reverb.com/image/upload/s--0w47B6MS--/t_card-square/v1663618456/rwabtaf2w5k3aieheypm.png
Red Panda,Particle 2 Granular Delay / Pitch Shifter,"['Delay Pedals', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/red-panda-particle-2-granular-delay-slash-pitch-shifter,https://rvb-img.reverb.com/image/upload/s--s3MRAewY--/t_card-square/v1551295357/cxxjvjsgnzqh95syvwrz.jpg
Red Panda,Tensor Tape Delay,['Delay Pedals'],https://reverb.com/p/red-panda-tensor-tape-delay,https://rvb-img.reverb.com/image/upload/s--nvpJznRA--/t_card-square/v1520786136/bxdqtaaxdllmh3lg61fk.jpg
Red Panda,Context Reverb V2,['Reverb Pedals'],https://reverb.com/p/red-panda-context-reverb-v2,https://rvb-img.reverb.com/image/upload/s--wLDmEMPC--/t_card-square/v1594503743/ds2vv2yozsswrb5as4fh.jpg
Red Panda,Raster 2,"['Delay Pedals', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/red-panda-raster-2,https://rvb-img.reverb.com/image/upload/s--qUIuj6Fo--/t_card-square/v1631628781/ze2lccoadxmibhqlhcwl.jpg
Red Panda, Bitmap 2,['Guitar Synths'],https://reverb.com/p/red-panda-bitmap-2,"https://rvb-img.reverb.com/image/upload/s--IFmzv425--/t_card-square/v1611242299/kh4xmetdbgakgrb2xlmj.jpg"
Red Panda,Particle Granular Delay,"['Delay Pedals', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/red-panda-particle-granular-delay,"https://rvb-img.reverb.com/image/upload/s--OWHggbDh--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1443464169/dnqqkutby0oylktfomqx.jpg"
Red Panda,Bit Mixer,,https://reverb.com/p/red-panda-bit-mixer,"https://rvb-img.reverb.com/image/upload/s--7KsgzC-q--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1499894988/vc8bvd0vfcdjpsuwglis.jpg"
Red Panda,Context Reverb,"['Delay Pedals', 'Reverb Pedals']",https://reverb.com/p/red-panda-context-reverb,"https://rvb-img.reverb.com/image/upload/s--TE_uWelr--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1461170173/rxok1mlld7e89ui8qvqg.jpg"
Red Panda,Bitmap,"['Filter and Wah Pedals', 'Ring Modulator Pedals']",https://reverb.com/p/red-panda-bitmap,"https://rvb-img.reverb.com/image/upload/s--ojhOUtqI--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1468518675/noi7srlacfcasll86pr0.jpg"
Red Panda,Bit Buffer,['Buffer'],https://reverb.com/p/red-panda-bit-buffer,"https://rvb-img.reverb.com/image/upload/s--U6FSkckh--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1498605872/eaofcyas8qzapiplbkqy.jpg"
Red Panda,Raster,"['Delay Pedals', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/red-panda-raster,https://rvb-img.reverb.com/image/upload/s--lF_kDrOW--/t_card-square/v1479563592/hyapeins8j24btwr4zki.jpg
REVV,G3 Distortion,['Distortion Pedals'],https://reverb.com/p/revv-g3-distortion,https://rvb-img.reverb.com/image/upload/s--n-18ZNwB--/t_card-square/v1541353715/jzxbwb5e3l8iphgrzjry.jpg
REVV,G8 Noise Gate,['Noise Reduction and Gates'],https://reverb.com/p/revv-g8-noise-gate,https://rvb-img.reverb.com/image/upload/s--iOwkWJdV--/t_card-square/v1639778004/iwlgfzvtozxrpyj6xfow.jpg
REVV, G4 Distortion,['Distortion Pedals'],https://reverb.com/p/revv-g4-distortion,https://rvb-img.reverb.com/image/upload/s--LLw4pqDZ--/t_card-square/v1631647843/nqhprwcztrlyetphukjr.jpg
REVV,Shawn Tubbs Signature Tilt Overdrive,['Overdrive and Boost Pedals'],https://reverb.com/p/revv-shawn-tubbs-signature-tilt-overdrive,https://rvb-img.reverb.com/image/upload/s--yGYJt7DC--/t_card-square/v1652969664/ovjlwcdik63t5r1cnkcj.png
REVV,G2,['Overdrive and Boost Pedals'],https://reverb.com/p/revv-g2-overdrive,https://rvb-img.reverb.com/image/upload/s--J3MgNCj9--/t_card-square/v1587664248/zseikinrafcoieoj6qkh.png
REVV,Northern Mauler Glenn Fricker Signature Distortion,['Distortion Pedals'],https://reverb.com/p/revv-northern-mauler-glenn-fricker-signature-distortion,https://rvb-img.reverb.com/image/upload/s--VGEDidN8--/t_card-square/v1667493986/rqbryakmxkfvpt6oks0b.png
Source Audio,SA263 Collider Delay + Reverb,"['Delay Pedals', 'Reverb Pedals']",https://reverb.com/p/source-audio-sa263-collider-delay-plus-reverb,https://rvb-img.reverb.com/image/upload/s---aXFwrjl--/t_card-square/v1602782729/ifiacpuozkqiuniq4ful.jpg
Source Audio,C4 Synth,['Guitar Synths'],https://reverb.com/p/source-audio-c4-synth,https://rvb-img.reverb.com/image/upload/s--uebsqp7Y--/t_card-square/v1563837970/uwpsa9pgaoibyir59prq.jpg
Source Audio,EQ2 Programmable EQ,['EQ Pedals'],https://reverb.com/p/source-audio-eq2-programmable-eq,https://rvb-img.reverb.com/image/upload/s--O0V-wA9D--/t_card-square/v1589963338/afarimzmduhjkaozpa94.jpg
Source Audio,Nemesis Delay,['Delay Pedals'],https://reverb.com/p/source-audio-nemesis-delay,"https://rvb-img.reverb.com/image/upload/s--a2TaTJpT--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1454022565/on6pqomt78e8vmvfqss5.jpg"
Source Audio,SA262 Ventris Dual Reverb,['Reverb Pedals'],https://reverb.com/p/source-audio-sa262-ventris-dual-reverb,"https://rvb-img.reverb.com/image/upload/s--FCtWi0nk--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1505767338/plehmp5584blmxzhidwp.png"
Source Audio,Spectrum Intelligent Filter,['Filter and Wah Pedals'],https://reverb.com/p/source-audio-spectrum-intelligent-filter,https://rvb-img.reverb.com/image/upload/s--FhAjSYzM--/t_card-square/v1570372525/mrkdtixup9nvwenqz6r0.jpg
Source Audio,True Spring Reverb,['Reverb Pedals'],https://reverb.com/p/source-audio-true-spring-reverb-2018,https://rvb-img.reverb.com/image/upload/s--4ZpwU9Jd--/t_card-square/v1539899991/fisvucpvjaxcchl4tou9.jpg
Source Audio,Vertigo Tremolo,['Tremolo Pedals'],https://reverb.com/p/source-audio-vertigo,https://rvb-img.reverb.com/image/upload/s--5t3ZjF_O--/t_card-square/v1438652275/qfascwxmivhhulrrfqmg.jpg
Source Audio,Atlas Compressor,['Compressor Pedals'],https://reverb.com/p/source-audio-atlas-compressor,https://rvb-img.reverb.com/image/upload/s--Y0wDTFGT--/t_card-square/v1651689884/j5c6zalq1lxdpeu4kjqy.jpg
Source Audio,ZIO Analog Front End + Boost,['Overdrive and Boost Pedals'],https://reverb.com/p/source-audio-zio-analog-front-end-plus-boost,https://rvb-img.reverb.com/image/upload/s--QecZJ01x--/t_card-square/v1644419659/xsrpvitkznq0qgll6eqv.jpg
Source Audio,Aftershock Bass Distortion,"['Bass Effect Pedals', 'Distortion Pedals']",https://reverb.com/p/source-audio-aftershock-bass-distortion,https://rvb-img.reverb.com/image/upload/s--oQs2OGL8--/t_card-square/v1519733429/m8earwbh38g8eowcifmc.jpg
Source Audio,Gemini Chorus,['Chorus and Vibrato'],https://reverb.com/p/source-audio-gemini-chorus,"https://rvb-img.reverb.com/image/upload/s--Vss5Iyav--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1477001759/xd3tzcyjroulyjk6kjvo.png"
Source Audio,Mercury Flanger,['Flanger Pedals'],https://reverb.com/p/source-audio-mercury-flanger,https://rvb-img.reverb.com/image/upload/s--YUYUgBkL--/t_card-square/v1634049734/zkv8ohu4mrr9kf820vtz.jpg
Source Audio,Lunar Phaser,['Phaser Pedals'],https://reverb.com/p/source-audio-lunar-phaser,https://rvb-img.reverb.com/image/upload/s--8sxG4TGc--/t_card-square/v1477064523/lcgklu2z23df4cozpuxh.png
Source Audio,LA Lady Overdrive,['Overdrive and Boost Pedals'],https://reverb.com/p/source-audio-la-lady-overdrive,https://rvb-img.reverb.com/image/upload/s--fnlBX-a1--/t_card-square/v1624476594/sj5pc5snhtkpew4n8lzy.jpg
Source Audio,Toolblox Programmable EQ,['EQ Pedals'],https://reverb.com/p/source-audio-toolblox-programmable-eq,"https://rvb-img.reverb.com/image/upload/s--uhNKcbad--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1445975357/yslrshva9g4veuoegm7e.jpg"
Source Audio,True Spring Reverb with SA167 Tap Tempo,"['Reverb Pedals', 'Tremolo Pedals']",https://reverb.com/p/source-audio-true-spring-reverb-with-sa167-tap-tempo-2018,https://rvb-img.reverb.com/image/upload/s--6jSmmvd2--/t_card-square/v1542130494/rxekqsf9onaechihbfkd.jpg
Source Audio,Ultrawave Multiband Processor (Beta),,https://reverb.com/p/source-audio-ultrawave-multiband-processor-beta,https://rvb-img.reverb.com/image/upload/s--qCyTNLv2--/t_card-square/v1612985875/xard3gc5cu4j6r9aa3sz.jpg
Source Audio,Neuro Hub,,https://reverb.com/p/source-audio-neuro-hub,https://rvb-img.reverb.com/image/upload/s--XfUbr5i8--/t_card-square/v1544715421/u4fqhphoydvowpi3mrj1.png
Source Audio,SA251 Ultrawave Bass,['Bass Effect Pedals'],https://reverb.com/p/source-audio-sa251-ultrawave-bass,https://rvb-img.reverb.com/image/upload/s--GvB2BKmD--/t_card-square/v1617810863/xoduak04lou2hdntxlif.jpg
Source Audio,Kingmaker Fuzz,['Fuzz Pedals and Effects'],https://reverb.com/p/source-audio-kingmaker-fuzz,"https://rvb-img.reverb.com/image/upload/s--O0lXdO7g--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1466003606/ihj0n6qmlxqyn7phmvia.jpg"
Strymon,Iridium,"['Amp Modeling Pedals', 'Cab Sims']",https://reverb.com/p/strymon-iridium,https://rvb-img.reverb.com/image/upload/s--PBws175s--/t_card-square/v1573746173/ehsdgbiyeurslvxmkesw.jpg
Strymon,Midnight Edition TimeLine Delay,['Delay Pedals'],https://reverb.com/p/strymon-timeline-delay,https://rvb-img.reverb.com/image/upload/s--6Wb1UzHR--/a_0/t_card-square/v1683134074/brvliklc9p4u3zspkmek.jpg
Strymon,Big Sky Reverb,['Reverb Pedals'],https://reverb.com/p/strymon-big-sky-reverb,https://rvb-img.reverb.com/image/upload/s--jdl8rG0P--/t_card-square/v1587485348/fjwix2drmvp20bfmfb2f.jpg
Strymon,Cloudburst Ambient Reverb,['Reverb Pedals'],https://reverb.com/p/strymon-cloudburst-ambient-reverb,https://rvb-img.reverb.com/image/upload/s--1igbpPe_--/t_card-square/v1675362824/quheehct13vixn7uicbx.png
Strymon,El Capistan V1,['Delay Pedals'],https://reverb.com/p/strymon-el-capistan-v1,https://rvb-img.reverb.com/image/upload/s--gfASmU2J--/t_card-square/v1635799858/nldezxm3vlxiqz8g8acp.jpg
Strymon,Flint Reverb and Tremolo V1,"['Reverb Pedals', 'Tremolo Pedals']",https://reverb.com/p/strymon-flint-reverb-and-tremolo-v1,https://rvb-img.reverb.com/image/upload/s--MPWJeJJP--/t_card-square/v1571937073/yk6pbbmf4o13cwzvaiva.png
Strymon,Midnight Edition Volante Magnetic Echo Machine,['Delay Pedals'],https://reverb.com/p/strymon-volante-magnetic-echo-machine,https://rvb-img.reverb.com/image/upload/s--3bEjvOIa--/t_card-square/v1553180398/uzvqn6snjlfrikybniro.jpg
Strymon,Blue Sky Reverberator V1,['Reverb Pedals'],https://reverb.com/p/strymon-blue-sky-reverberator-v1,https://rvb-img.reverb.com/image/upload/s--KY0hsBe2--/t_card-square/v1635799788/nfh0zoxtn0epiqotzatc.jpg
Strymon,Deco V1,"['Delay Pedals', 'Flanger Pedals']",https://reverb.com/p/strymon-deco-v1,https://rvb-img.reverb.com/image/upload/s--KvY2-vfU--/t_card-square/v1637775057/w7tt3qhwgrxczims6pzx.jpg
Strymon,Midnight Edition Mobius,['Multi-Effects Pedals and Processors'],https://reverb.com/p/strymon-mobius,https://rvb-img.reverb.com/image/upload/s--Fh_G9TDZ--/t_card-square/v1701327657/bi5f9rplrj2t4o7hfuql.jpg
Strymon,NightSky Time-Warped Reverberator,['Reverb Pedals'],https://reverb.com/p/strymon-nightsky-time-warped-reverberator,https://rvb-img.reverb.com/image/upload/s--QnniveF7--/t_card-square/v1600194655/xda6s91grcfxoqibkxoc.jpg
Strymon,Midnight Edition Sunset Dual Overdrive,['Overdrive and Boost Pedals'],https://reverb.com/p/strymon-sunset-dual-overdrive,"https://rvb-img.reverb.com/image/upload/s--fxDy3Gp1--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1491395109/n3lrvbgryb1rgdcs6luu.jpg"
Strymon,DIG Dual Digital Delay V1,['Delay Pedals'],https://reverb.com/p/strymon-dig-dual-digital-delay-v1,https://rvb-img.reverb.com/image/upload/s--l3kqgM81--/t_card-square/v1587485501/h9wtjngbq1eygyk1mcfn.jpg
Strymon,Flint Reverb and Tremolo V2,"['Reverb Pedals', 'Tremolo Pedals']",https://reverb.com/p/strymon-flint-reverb-and-tremolo-v2,https://rvb-img.reverb.com/image/upload/s--9UN6Vm-4--/t_card-square/v1656433330/nvteszmaj1mp30uzj2tv.jpg
Strymon,Midnight Edition Riverside Multi-Stage Drive,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/strymon-riverside-multi-stage-drive,https://rvb-img.reverb.com/image/upload/s--rV745T2k--/t_card-square/v1636748814/vfg2pbzh3s74siaqr24s.jpg
Strymon,El Capistan V2,['Delay Pedals'],https://reverb.com/p/strymon-el-capistan-v2,https://rvb-img.reverb.com/image/upload/s--q9a4lQcE--/t_card-square/v1656433423/wd5agqpqjd6356cnk6vn.jpg
Strymon,Deco V2,"['Delay Pedals', 'Flanger Pedals']",https://reverb.com/p/strymon-deco-v2,https://rvb-img.reverb.com/image/upload/s--_Vvqmr3T--/t_card-square/v1656433557/tafbu2kogpyhnpnvxn2d.jpg
Strymon,Compadre Dual Voice Compressor & Boost,"['Compressor Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/strymon-compadre-dual-voice-compressor-and-boost,https://rvb-img.reverb.com/image/upload/s--1qtGf82H--/t_card-square/v1588009708/vdxnblphpswp3l9r3nun.jpg
Strymon,Lex Rotating Speaker Pedal V1,['Chorus and Vibrato'],https://reverb.com/p/strymon-lex-rotary,https://rvb-img.reverb.com/image/upload/s--DAh_yaR9--/t_card-square/v1587485574/x94qkaz7bzpflnrnrhxt.jpg
Strymon,Midnight Edition Zelzah Multidimensional Phaser,"['Flanger Pedals', 'Phaser Pedals']",https://reverb.com/p/strymon-zelzah-multidimensional-phaser,https://rvb-img.reverb.com/image/upload/s--zCdMdXru--/t_card-square/v1634920337/hlnhtnt7vt3ifnfgzpgj.jpg
Supro,1310 Tremolo,['Tremolo Pedals'],https://reverb.com/p/supro-tremolo,https://rvb-img.reverb.com/image/upload/s--nd4FRXuB--/t_card-square/v1708624150/oenzbx1txx1v97hhvuxu.png
Supro,1305 Drive,['Overdrive and Boost Pedals'],https://reverb.com/p/supro-drive,https://rvb-img.reverb.com/image/upload/s--fUWOAwrg--/t_card-square/v1630420149/xsetxxtpdst5suaqcrhe.jpg
Supro,1313 Analog Delay,['Delay Pedals'],https://reverb.com/p/supro-1313-analog-delay-pedal,https://rvb-img.reverb.com/image/upload/s--zpNpfB5X--/t_card-square/v1547585715/zp8d54ewbn61g5pd2mld.jpg
Supro,Analog Chorus,['Chorus and Vibrato'],https://reverb.com/p/supro-analog-chorus,https://rvb-img.reverb.com/image/upload/s--ktJzrthM--/t_card-square/v1611244989/htdvr4jo9c4kmkvyvxvz.jpg
Supro,1303 Boost,['Overdrive and Boost Pedals'],https://reverb.com/p/supro-boost,https://rvb-img.reverb.com/image/upload/s--91lwiTPT--/t_card-square/v1630420243/sokmpmunadqx3subtwrz.jpg
Supro,1304 Fuzz,['Fuzz Pedals and Effects'],https://reverb.com/p/supro-fuzz,https://rvb-img.reverb.com/image/upload/s--QPIUzJlO--/t_card-square/v1663951502/oq0obljvk0vpvypsqi39.png
Supro,Flanger,['Flanger Pedals'],https://reverb.com/p/supro-flanger,https://rvb-img.reverb.com/image/upload/s--bOqpJXAr--/t_card-square/v1640118177/j5ofuq2haqm49f38f6f9.jpg
